barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC012186,Astrom,Adaptive Control,,Pearson Education,2003,574,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012187,Astrom,Adaptive Control,,Pearson Education,2003,574,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012188,Astrom,Adaptive Control,,Pearson Education,2003,574,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012189,Astrom,Adaptive Control,,Pearson Education,2003,574,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012190,Astrom,Adaptive Control,,Pearson Education,2003,574,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012191,"Groover, M P","Automation, Production System and Computer Integrated Manufacturing",,Pearson Education,2003,856,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012192,"Groover, M P","Automation, Production System and Computer Integrated Manufacturing",,Pearson Education,2003,856,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012193,"Groover, M P","Automation, Production System and Computer Integrated Manufacturing",,Pearson Education,2003,856,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012194,"Groover, M P","Automation, Production System and Computer Integrated Manufacturing",,Pearson Education,2003,856,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012195,"Groover, M P","Automation, Production System and Computer Integrated Manufacturing",,Pearson Education,2003,856,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012196,"Sen, P C",Power Electronics,,Tata McGraw Hill,2003,1031,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,310,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012197,"Sen, P C",Power Electronics,,Tata McGraw Hill,2003,1031,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,310,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012198,"Sen, P C",Power Electronics,,Tata McGraw Hill,2003,1031,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,310,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012199,"Sen, P C",Power Electronics,,Tata McGraw Hill,2003,1031,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,310,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012200,"Sen, P C",Power Electronics,,Tata McGraw Hill,2003,1031,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,310,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012201,"Balagurusamy, E",Programming in ANSI C,,Tata McGraw Hill,2003,433,4,eng,SCGRANT,SCGRANT,Computer Science,155,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012202,"Balagurusamy, E",Programming in ANSI C,,Tata McGraw Hill,2003,433,4,eng,SCGRANT,SCGRANT,Computer Science,155,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012203,"Balagurusamy, E",Programming in ANSI C,,Tata McGraw Hill,2003,433,4,eng,SCGRANT,SCGRANT,Computer Science,155,INR,10/20/2003,483,BK,General Section,NFIC,UBD,3
SC012204,"Balagurusamy, E",Programming in ANSI C,,Tata McGraw Hill,2003,433,4,eng,SCGRANT,SCGRANT,Computer Science,155,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012205,"Balagurusamy, E",Programming in ANSI C,,Tata McGraw Hill,2003,433,4,eng,SCGRANT,SCGRANT,Computer Science,155,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012206,"Kuo, B C",Automatic Control Systems,,Prentice Hall of India,2002,897,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012207,"Kuo, B C",Automatic Control Systems,,Prentice Hall of India,2002,897,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012208,"Kuo, B C",Automatic Control Systems,,Prentice Hall of India,2002,897,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012209,"Kuo, B C",Automatic Control Systems,,Prentice Hall of India,2002,897,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012210,"Kuo, B C",Automatic Control Systems,,Prentice Hall of India,2002,897,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012211,"Nijaguna, B T",Biogas Technology,,Newage Publication,2002,287,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012212,"Nijaguna, B T",Biogas Technology,,Newage Publication,2002,287,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012213,"Nijaguna, B T",Biogas Technology,,Newage Publication,2002,287,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012214,"Nijaguna, B T",Biogas Technology,,Newage Publication,2002,287,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012215,"Nijaguna, B T",Biogas Technology,,Newage Publication,2002,287,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012216,"Desai, A V",Non Conventional Energy,,Newage Publication,2003,203,660,eng,SCGRANT,SCGRANT,Chemical Engineering,185,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012217,"Desai, A V",Non Conventional Energy,,Newage Publication,2003,203,660,eng,SCGRANT,SCGRANT,Chemical Engineering,185,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012218,"Desai, A V",Non Conventional Energy,,Newage Publication,2003,203,660,eng,SCGRANT,SCGRANT,Chemical Engineering,185,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012219,"Desai, A V",Non Conventional Energy,,Newage Publication,2003,203,660,eng,SCGRANT,SCGRANT,Chemical Engineering,185,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012220,"Desai, A V",Non Conventional Energy,,Newage Publication,2003,203,660,eng,SCGRANT,SCGRANT,Chemical Engineering,185,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012221,"Stephanopoulos, G",Chemical Process Control,,Prentice Hall of India,2003,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012222,"Stephanopoulos, G",Chemical Process Control,,Prentice Hall of India,2003,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012223,"Begamudre, R D",Energy Conversion Systems,,Newage Publication,2000,479,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012224,"Begamudre, R D",Energy Conversion Systems,,Newage Publication,2000,479,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012225,"Begamudre, R D",Energy Conversion Systems,,Newage Publication,2000,479,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012226,"Begamudre, R D",Energy Conversion Systems,,Newage Publication,2000,479,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012227,"Begamudre, R D",Energy Conversion Systems,,Newage Publication,2000,479,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012228,"Tewari, A",Modern Control Design,,John Wiley Publication,2003,503,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012229,"Tewari, A",Modern Control Design,,John Wiley Publication,2003,503,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012230,"Tewari, A",Modern Control Design,,John Wiley Publication,2003,503,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7,INR,11-03-2003,502,Reference,Reference Section,NFIC,UBD,
SC012231,"Tewari, A",Modern Control Design,,John Wiley Publication,2003,503,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012232,"Tewari, A",Modern Control Design,,John Wiley Publication,2003,503,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012233,"Coughanowr, D R",Process Systems Analysis & Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7.5,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012234,"Coughanowr, D R",Process Systems Analysis & Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7.5,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012235,"Coughanowr, D R",Process Systems Analysis & Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,7.5,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012236,"Stephanopoulos, G",Chemical Process Control,,Prentice Hall of India,2003,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012237,"Stephanopoulos, G",Chemical Process Control,,Prentice Hall of India,2003,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012238,"Stephanopoulos, G",Chemical Process Control,,Prentice Hall of India,2003,696,660,eng,SCGRANT,SCGRANT,Chemical Engineering,225,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012239,"Chapman, S J",MATLAB Programming for Engineers,,Thomson,2003,478,4,eng,SCGRANT,SCGRANT,Computer Science,288,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012240,"Chapman, S J",MATLAB Programming for Engineers,,Thomson,2003,478,4,eng,SCGRANT,SCGRANT,Computer Science,288,INR,11-03-2003,502,Reference,Reference Section,NFIC,UBD,
SC012241,"Mukhopadhyay, A K",Microprocessor Microcomputer & Their Application,,Narosa Pubication,2001,342,4,eng,SCGRANT,SCGRANT,Computer Science,235,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012242,"Mukhopadhyay, A K",Microprocessor Microcomputer & Their Application,,Narosa Pubication,2001,342,4,eng,SCGRANT,SCGRANT,Computer Science,235,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012243,"Mukhopadhyay, A K",Microprocessor Microcomputer & Their Application,,Narosa Pubication,2001,342,4,eng,SCGRANT,SCGRANT,Computer Science,235,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012244,Deitel & Deitel,C++ How to Program,,Pearson Education,2004,1321,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012245,Deitel & Deitel,C++ How to Program,,Pearson Education,2004,1321,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012246,Deitel & Deitel,C++ How to Program,,Pearson Education,2004,1321,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012247,Deitel & Deitel,C++ How to Program,,Pearson Education,2004,1321,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012248,Deitel & Deitel,C++ How to Program,,Pearson Education,2004,1321,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012249,"Couch, L W",Digital and Analog Communication System,,Pearson Education,2002,758,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012250,"Couch, L W",Digital and Analog Communication System,,Pearson Education,2002,758,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,11-03-2003,502,BK,General Section,NFIC,UBD,
SC012251,"Askin, R G",Design and Analysis of Lean Production System,,John Wiley Publication,2003,533,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,382,INR,10/22/2003,2542,BK,General Section,NFIC,BWI,
SC012252,"Chary, S N",Theory and Problems in Production and Operations Management,,Tata McGraw Hill,2003,681,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,245,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012253,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012254,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012255,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012256,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012257,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012258,Adam,Production and Operations Management,,Pearson Education,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012259,"Subramanya, K",Theory & Applocations of Fluid Mechanics,,Tata McGraw Hill,2003,752,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,315,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012260,"Subramanya, K",Theory & Applocations of Fluid Mechanics,,Tata McGraw Hill,2003,752,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,315,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012261,"Sharma, P C",A Textbook of Production Technology,,S. Chand Publication,2003,737,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012262,"Sharma, P C",A Textbook of Production Technology,,S. Chand Publication,2003,737,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012263,"Sharma, P C",A Textbook of Production Technology,,S. Chand Publication,2003,737,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012264,"Nagpal, G R",Machine Tool Engineering,,Khanna Publication,2003,682,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,125,INR,11-10-2003,1090,BK,General Section,NFIC,APS,
SC012265,"Stratia, James",Manual of Seismic Design,,Pearson Education,2003,272,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,11/15/2003,1102,BK,General Section,NFIC,APS,
SC012266,"Kramer, Stevens",Geotechnical Earthquake Engineering,,Pearson Education,2003,653,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,11/15/2003,1102,BK,General Section,NFIC,APS,
SC012267,"Arora, K C",Industrial Management and Engineering,,Khanna Publication,1998,1804,624,eng,SCGRANT,SCGRANT,Civil Engineering,155,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012268,"Kramer, Stevens",Geotechnical Earthquake Engineering,,Pearson Education,2003,651,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012269,"Beranardin, J",Human Resource Management,,Tata McGraw Hill,2003,630,624,eng,SCGRANT,SCGRANT,Civil Engineering,350,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012270,"Gambhir, M L",Concrete Technology,,Tata McGraw Hill,2001,470,624,eng,SCGRANT,SCGRANT,Civil Engineering,165,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012271,"Pillai, U",Reinforced Concrete Technology,,Tata McGraw Hill,2003,875,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012272,"Ponnuswamy, S",Bridge Engineering,,Tata McGraw Hill,2003,556,624,eng,SCGRANT,SCGRANT,Civil Engineering,395,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012273,"Raina, V K",Concrete Bridge,,Tata McGraw Hill,2003,493,624,eng,SCGRANT,SCGRANT,Civil Engineering,575,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012274,"Raina, V K",Concrete Bridge,,Tata McGraw Hill,2003,756,624,eng,SCGRANT,SCGRANT,Civil Engineering,695,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012275,"Sinha, S N",Reinforced Concrete Technology,,Tata McGraw Hill,2003,708,624,eng,SCGRANT,SCGRANT,Civil Engineering,265,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012276,"Reddy, J N",Finite Element Method,,Tata McGraw Hill,2003,680,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012277,"Krishnamurthy, C S",Finite Element Analysis,,Tata McGraw Hill,2002,710,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012278,"Kaniraj, S",Design Aids in Soil Mechanics and Foundation Engineering,,Tata McGraw Hill,2002,695,624,eng,SCGRANT,SCGRANT,Civil Engineering,475,INR,11/15/2003,1101,Reference,Reference Section,NFIC,APS,
SC012279,"Raina, V K",Construction Management Practise,,Tata McGraw Hill,1993,90,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012280,"Neville, A M",Properties of Concrete,,Pearson Education,2003,844,624,eng,SCGRANT,SCGRANT,Civil Engineering,450,INR,11/15/2003,1101,BK,General Section,NFIC,APS,
SC012281,"Modi, P",PERT and CPM,,SBH,1997,234,624,eng,SCGRANT,SCGRANT,Civil Engineering,60,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012282,"Punmia, B C",Project Planning and Control with PERT and CPM,,Laxmi Publication,2002,250,624,eng,SCGRANT,SCGRANT,Civil Engineering,75,INR,11/15/2003,1100,BK,General Section,NFIC,APS,3
SC012283,"Sengupta, B",Construction Management and Planning,,Tata McGraw Hill,2003,495,624,eng,SCGRANT,SCGRANT,Civil Engineering,210,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012284,"Srinath, L S",PERT and CPM,,East West Press,2002,202,624,eng,SCGRANT,SCGRANT,Civil Engineering,99,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012285,"Wiest, D",A Management Guide to PERT/CPM,,Prentice Hall of India,2003,227,624,eng,SCGRANT,SCGRANT,Civil Engineering,95,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012286,"Marakas, G M",Decision Support System in the 21st Century,,Pearson Education,2003,611,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012287,"Kumar, K L",Engineering Mechanics,,Tata McGraw Hill,2003,799,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012288,"Peuritay, R",Construction Planning Equipment & Methods,,Tata McGraw Hill,2002,669,624,eng,SCGRANT,SCGRANT,Civil Engineering,275,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012289,"Narris, C H",Elementary Structural Analysis,,Tata McGraw Hill,2003,829,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012290,"Nilson, A",Design of Concrete Structure,,Tata McGraw Hill,2003,780,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012291,"Negus, C",Redhat Linux 9 Bible,,John Wiley Publication,2003,1072,4,eng,SCGRANT,SCGRANT,Computer Science,499,INR,11/15/2003,1100,Reference,Reference Section,NFIC,APS,
SC012292,"Pattanayak, B",Human Resource Management,,Prentice Hall of India,2003,429,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
SC012293,"Decenzo, D",Personel Human Resource Management,,Prentice Hall of India,2002,637,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,195,INR,11/15/2003,1100,BK,General Section,NFIC,APS,
