952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC034323,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034324,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034325,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034326,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034327,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034328,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034329,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034330,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034331,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034332,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034333,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034334,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034335,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034336,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034337,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034338,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034339,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034340,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034341,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034342,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034343,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034344,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034345,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034346,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034347,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034348,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034349,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034350,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034351,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034352,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034353,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034354,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034355,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034356,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034357,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034358,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034359,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034360,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034361,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034362,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034363,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034364,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034365,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034366,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034367,Dass H K,Basic Engineering Mathematics (Dass H K),Vol-I,S Chand,2014,835,620.00151,eng,SCGRANT,SCGRANT,,340,INR,07/09/2015,14681,BK,General Section,NFIC,APS,
SC034368,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034369,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034370,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034371,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034372,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034373,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034374,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034375,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034376,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034377,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034378,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034379,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034380,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034381,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034382,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034383,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034384,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034385,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034386,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034387,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034388,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034389,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034390,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034391,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034392,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034393,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034394,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034395,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034396,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034397,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034398,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034399,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034400,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034401,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034402,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034403,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034404,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034405,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034406,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034407,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034408,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034409,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034410,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034411,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034412,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034413,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034414,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034415,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034416,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034417,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034418,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034419,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034420,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034421,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034422,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034423,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034424,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034425,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034426,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034427,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034428,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034429,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034430,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034431,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034432,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034433,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034434,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034435,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034436,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034437,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034438,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034439,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034440,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034441,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034442,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034443,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034444,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034445,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034446,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034447,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034448,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034449,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034450,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034451,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034452,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034453,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034454,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
SC034455,Kumar D S,Engineering Mechanics (Statics & Dynamics),,S K Kataria,2015,778,624,eng,SCGRANT,SCGRANT,,495,INR,08/09/2015,14685,BK,General Section,NFIC,APS,
