barcode,author,title,volume,publisher,copyright,pages,classificationnumber,language,stockhead,issueinglibrary,subject,price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
SC##015142,"Deshmukh, Ajay V",Microcontrollers,,Tata McGraw Hill,2005,734,,,,SCGRANT,,225,,,,,,,,
SC##015143,Shen John Paul,Modern Processor Design,,Tata McGraw Hill,2005,642,,,,SCGRANT,,375,,,,,,,,
SC##015144,Shen John Paul,Modern Processor Design,,Tata McGraw Hill,2005,642,,,,SCGRANT,,375,,,,,,,,
SC##015145,Gilmore,Microprocessors,,Tata McGraw Hill,2005,556,,,,SCGRANT,,295,,,,,,,,
SC##015146,Gilmore,Microprocessors,,Tata McGraw Hill,2005,556,,,,SCGRANT,,295,,,,,,,,
SC##015147,"Gadre, D.V.",Programming And Customizing The AVR Microcontroller,,Tata McGraw Hill,2005,339,,,,SCGRANT,,475,,,,,,,,
SC##015148,"Gadre, D.V.",Programming And Customizing The AVR Microcontroller,,Tata McGraw Hill,2005,339,,,,SCGRANT,,475,,,,,,,,
SC##015149,"Winch,Robern G.",Telecommunication Transmission Systems,,Tata McGraw Hill,2004,615,,,,SCGRANT,,275,,,,,,,,
SC##015150,"Winch,Robern G.",Telecommunication Transmission Systems,,Tata McGraw Hill,2004,615,,,,SCGRANT,,275,,,,,,,,
SC##015151,"Carr,",Management Of Telecommunication,,Tata McGraw Hill,2003,810,,,,SCGRANT,,375,,,,,,,,
SC##015152,"Carr,",Management Of Telecommunication,,Tata McGraw Hill,2003,810,,,,SCGRANT,,375,,,,,,,,
SC##015153,Puri's,The Employers Provident Funds And Miscellancous Provision Act 1952,,Snow Whele,2006,0,,,,SCGRANT,,1195,,,,,,,,
SC##015154,Grewal,Numerical Methods In Engineering And Science,,Khanna Publication,2005,594,,,,SCGRANT,,175,,,,,,,,
SC##015155,Grewal,Numerical Methods In Engineering And Science,,Khanna Publication,2005,594,,,,SCGRANT,,175,,,,,,,,
SC##015156,Grewal,Numerical Methods In Engineering And Science,,Khanna Publication,2005,594,,,,SCGRANT,,175,,,,,,,,
SC##015157,Grewal,Numerical Methods In Engineering And Science,,Khanna Publication,2005,594,,,,SCGRANT,,175,,,,,,,,
SC##015158,"Trun, John",Discrete Mathmatics,,Pearson Education,2002,586,,,,SCGRANT,,295,,,,,,,,
SC##015159,"Kapor,J.N.",Mathematical Modellings,,New Age International,2005,259,,,,SCGRANT,,160,,,,,,,,
SC##015160,Greenberg,Advanced Engineering Mathematics,,Pearson Education,2005,1346,,,,SCGRANT,,499,,,,,,,,
SC##015161,Greenberg,Advanced Engineering Mathematics,,Pearson Education,2005,1346,,,,SCGRANT,,499,,,,,,,,
SC##015162,Greenberg,Advanced Engineering Mathematics,,Pearson Education,2005,1346,,,,SCGRANT,,499,,,,,,,,
SC##015163,Greenberg,Advanced Engineering Mathematics,,Pearson Education,2005,1346,,,,SCGRANT,,499,,,,,,,,
SC##015164,Phodan Prasad,Partial Differntial Equations,,New Age International,2003,252,,,,SCGRANT,,165,,,,,,,,
SC##015165,Phodan Prasad,Partial Differntial Equations,,New Age International,2003,252,,,,SCGRANT,,165,,,,,,,,
SC##015166,Phodan Prasad,Partial Differntial Equations,,New Age International,2003,252,,,,SCGRANT,,165,,,,,,,,
SC##015167,Phodan Prasad,Partial Differntial Equations,,New Age International,2003,252,,,,SCGRANT,,165,,,,,,,,
SC##015168,"Grimaldi, Palph P.",Discrete And Combinational Mathematics,,Pearson Education,2005,788,,,,SCGRANT,,399,,,,,,,,
SC##015169,"Grimaldi, Palph P.",Discrete And Combinational Mathematics,,Pearson Education,2005,788,,,,SCGRANT,,399,,,,,,,,
SC##015170,Rudra Pratap,Getting Started With MATLAB,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015171,Rudra Pratap,Getting Started With MATLAB,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015172,"Zmmermann, H.J.",Fuzzy Set Theory,,Allied,1996,398,,,,SCGRANT,,240,,,,,,,,
SC##015173,"Zmmermann, H.J.",Fuzzy Set Theory,,Allied,1996,398,,,,SCGRANT,,240,,,,,,,,
SC##015174,Fogler.H.Scoll,Elements OF Chemical Reaction Engineering,,Prentice Hall of India,2005,967,,,,SCGRANT,,425,,,,,,,,
SC##015175,Fogler.H.Scoll,Elements OF Chemical Reaction Engineering,,Prentice Hall of India,2005,967,,,,SCGRANT,,425,,,,,,,,
SC##015176,"Bailey, James E.",Biochemical Engineering Fundamentals,,Mcgraw Hill,1986,984,,,,SCGRANT,,1036.04,,,,,,,,
SC##015177,"Bailey, James E.",Biochemical Engineering Fundamentals,,Mcgraw Hill,1986,984,,,,SCGRANT,,1036.04,,,,,,,,
SC##015178,Austin George,Shreves Chemical Process Industries,,Mcgraw Hill,1984,859,,,,SCGRANT,,1009.8,,,,,,,,
SC##015179,Mccabe,Unit Operations OF Chemical Engineering,,Mcgraw Hill,2001,1114,,,,SCGRANT,,625,,,,,,,,
SC##015180,Mccabe,Unit Operations OF Chemical Engineering,,Mcgraw Hill,2001,1114,,,,SCGRANT,,625,,,,,,,,
SC##015181,Mccabe,Unit Operations OF Chemical Engineering,,Mcgraw Hill,2001,1114,,,,SCGRANT,,625,,,,,,,,
SC##015182,Mahajan,Pollution Control In Process Industries,,Tata McGraw Hill,2002,273,,,,SCGRANT,,225,,,,,,,,
SC##015183,Mahajan,Pollution Control In Process Industries,,Tata McGraw Hill,2002,273,,,,SCGRANT,,225,,,,,,,,
SC##015184,"Badger, Waltert",Introduction To Chemical Engineering,,Tata McGraw Hill,2005,753,,,,SCGRANT,,295,,,,,,,,
SC##015185,"Badger, Waltert",Introduction To Chemical Engineering,,Tata McGraw Hill,2005,753,,,,SCGRANT,,295,,,,,,,,
SC##015186,"Badger, Waltert",Introduction To Chemical Engineering,,Tata McGraw Hill,2005,753,,,,SCGRANT,,295,,,,,,,,
SC##015187,"Badger, Waltert",Introduction To Chemical Engineering,,Tata McGraw Hill,2005,753,,,,SCGRANT,,295,,,,,,,,
SC##015188,"Rao, C.S.",Envioronmental Pollution Control Engineering,,New Age International,2005,431,,,,SCGRANT,,210,,,,,,,,
SC##015189,"Rao, C.S.",Envioronmental Pollution Control Engineering,,New Age International,2005,431,,,,SCGRANT,,210,,,,,,,,
SC##015190,"Rao, C.S.",Envioronmental Pollution Control Engineering,,New Age International,2005,431,,,,SCGRANT,,210,,,,,,,,
SC##015191,"Rao, C.S.",Envioronmental Pollution Control Engineering,,New Age International,2005,431,,,,SCGRANT,,210,,,,,,,,
SC##015192,"Sinnalt, R.K.",Coulson & Richardson's Chemical Engineering-VI,,Elsevier Publication,2004,1028,,,,SCGRANT,,675,,,,,,,,
SC##015193,"Sinnalt, R.K.",Caulson & Richardson's Chemical Engineering-VI,,Elsevier Publication,2004,1028,,,,SCGRANT,,675,,,,,,,,
SC##015194,"Geankplia,C.J",Transport Process And Sepration Process Principles,,Prentice Hall of India,2004,1026,,,,SCGRANT,,450,,,,,,,,
SC##015195,"Geankplia,C.J",Transport Process And Sepration Process Principles,,Prentice Hall of India,2004,1026,,,,SCGRANT,,450,,,,,,,,
SC##015196,"Geankplia,C.J",Transport Process And Sepration Process Principles,,Prentice Hall of India,2004,1026,,,,SCGRANT,,450,,,,,,,,
SC##015197,"Treybal,Rober E.",Man-transfer operation,,Mcgraw Hill,1981,784,,,,SCGRANT,,554.3,,,,,,,,
SC##015198,"Treybal,Rober E.",Man-transfer operation,,Mcgraw Hill,1981,784,,,,SCGRANT,,554.3,,,,,,,,
SC##015199,"Treybal,Rober E.",Man-transfer operation,,Mcgraw Hill,1981,784,,,,SCGRANT,,554.3,,,,,,,,
SC##015200,"Treybal,Rober E.",Man-transfer operation,,Mcgraw Hill,1981,784,,,,SCGRANT,,554.3,,,,,,,,
SC##015201,"Kern,D.R.",Process Heat Transfer,,Tata McGraw Hill,2005,868,,,,SCGRANT,,325,,,,,,,,
SC##015202,"Kern,D.R.",Process Heat Transfer,,Tata McGraw Hill,2005,868,,,,SCGRANT,,325,,,,,,,,
SC##015203,"Kern,D.R.",Process Heat Transfer,,Tata McGraw Hill,2005,868,,,,SCGRANT,,325,,,,,,,,
SC##015204,"Mickley, H.S.",Applied ScienceMathmatics In Chemical Engineering,,Tata McGraw Hill,2003,413,,,,SCGRANT,,195,,,,,,,,
SC##015205,"Mickley, H.S.",Applied ScienceMathmatics In Chemical Engineering,,Tata McGraw Hill,2003,413,,,,SCGRANT,,195,,,,,,,,
SC##015206,"Mickley, H.S.",Applied ScienceMathmatics In Chemical Engineering,,Tata McGraw Hill,2003,413,,,,SCGRANT,,195,,,,,,,,
SC##015207,"Mickley, H.S.",Applied ScienceMathmatics In Chemical Engineering,,Tata McGraw Hill,2003,413,,,,SCGRANT,,195,,,,,,,,
SC##015208,Smith,Chemical Engineering Kinetics,,Mcgraw Hill,1981,676,,,,SCGRANT,,795.3,,,,,,,,
SC##015209,Smith,Chemical Engineering Kinetics,,Mcgraw Hill,1981,676,,,,SCGRANT,,795.3,,,,,,,,
SC##015210,Smith,Chemical Engineering Kinetics,,Mcgraw Hill,1981,676,,,,SCGRANT,,795.3,,,,,,,,
SC##015211,"Rao, B.K.B.",Modern Petroleam Refining Process,,Oxford Publication,2004,438,,,,SCGRANT,,175,,,,,,,,
SC##015212,"Rao, B.K.B.",Modern Petroleam Refining Process,,Oxford Publication,2004,438,,,,SCGRANT,,175,,,,,,,,
SC##015213,"Wentz,Charles A.",Supply Health And Environment Problem,,Mcgraw Hill,1999,468,,,,SCGRANT,,1009.8,,,,,,,,
SC##015214,"Wentz,Charles A.",Supply Health And Environment Problem,,Mcgraw Hill,1999,468,,,,SCGRANT,,1009.8,,,,,,,,
SC##015215,"Luyen, William L.",Process Medelling Simulation And Control For Chemical Engineering,,Mcgraw Hill,1990,724,,,,SCGRANT,,891.7,,,,,,,,
SC##015216,"Luyen, William L.",Process Medelling Simulation And Control For Chemical Engineering,,Mcgraw Hill,1990,724,,,,SCGRANT,,891.7,,,,,,,,
SC##015217,"Bird, R.Byron",Transport Phenomena,,Wiley Publication,2004,895,,,,SCGRANT,,383.2,,,,,,,,
SC##015218,"Bird, R.Byron",Transport Phenomena,,Wiley Publication,2004,895,,,,SCGRANT,,383.2,,,,,,,,
SC##015219,Stephanopoulos G,Chemcal Process Control,,Pearson Education,2005,696,,,,SCGRANT,,250,,,,,,,,
SC##015220,Stephanopoulos G,Chemcal Process Control,,Pearson Education,2005,696,,,,SCGRANT,,250,,,,,,,,
SC##015221,Stephanopoulos G,Chemcal Process Control,,Pearson Education,2005,696,,,,SCGRANT,,250,,,,,,,,
SC##015222,"Sarkar,Samir",Fuels And Combustion,,Orient,2003,340,,,,SCGRANT,,225,,,,,,,,
SC##015223,"Sarkar,Samir",Fuels And Combustion,,Orient,2003,340,,,,SCGRANT,,225,,,,,,,,
SC##015224,"Roy, G.K.",Solved Examples In Chemical Engineering,,Khanna Publication,2004,491,,,,SCGRANT,,115,,,,,,,,
SC##015225,"Roy, G.K.",Solved Examples In Chemical Engineering,,Khanna Publication,2004,491,,,,SCGRANT,,115,,,,,,,,
SC##015226,"Roy, G.K.",Solved Examples In Chemical Engineering,,Khanna Publication,2004,491,,,,SCGRANT,,115,,,,,,,,
SC##015227,"Roy, G.K.",Solved Examples In Chemical Engineering,,Khanna Publication,2004,491,,,,SCGRANT,,115,,,,,,,,
SC##015228,"Roy, G.K.",Solved Examples In Chemical Engineering,,Khanna Publication,2004,491,,,,SCGRANT,,115,,,,,,,,
SC##015229,"Roy, G.K.",Fundamental Of Heat And Mass Transfer,,Khanna Publication,2004,520,,,,SCGRANT,,240,,,,,,,,
SC##015230,"Roy, G.K.",Fundamental Of Heat And Mass Transfer,,Khanna Publication,2004,520,,,,SCGRANT,,240,,,,,,,,
SC##015231,"Roy, G.K.",Fundamental Of Heat And Mass Transfer,,Khanna Publication,2004,520,,,,SCGRANT,,240,,,,,,,,
SC##015232,"Roy, G.K.",Fundamental Of Heat And Mass Transfer,,Khanna Publication,2004,520,,,,SCGRANT,,240,,,,,,,,
SC##015233,"Roy, G.K.",Fundamental Of Heat And Mass Transfer,,Khanna Publication,2004,520,,,,SCGRANT,,240,,,,,,,,
SC##015234,"Haugen, O.A..",Chemical Process Principles Part-I,,CBS,2004,504,,,,SCGRANT,,150,,,,,,,,
SC##015235,"Haugen, O.A..",Chemical Process Principles Part-I,,CBS,2004,504,,,,SCGRANT,,150,,,,,,,,
SC##015236,"Haugen, O.A..",Chemical Process Principles Part-I,,CBS,2004,504,,,,SCGRANT,,150,,,,,,,,
SC##015237,"Haugen, O.A..",Chemical Process Principles Part-I,,CBS,2004,504,,,,SCGRANT,,150,,,,,,,,
SC##015238,Rudra Pratap,Getting Started With MATLAB 7,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015239,Rudra Pratap,Getting Started With MATLAB 7,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015240,Rudra Pratap,Getting Started With MATLAB 7,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015241,Rudra Pratap,Getting Started With MATLAB 7,,Oxford Publication,2006,244,,,,SCGRANT,,110,,,,,,,,
SC##015242,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015243,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015244,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015245,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015246,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015247,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015248,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015249,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015250,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015251,"Bimbra, P.S.",Power Electronics,,Khanna Publication,2005,283,,,,SCGRANT,,165,,,,,,,,
SC##015252,Hadi & Saadat,Power System Analysis,,Tata McGraw Hill,2005,697,,,,SCGRANT,,395,,,,,,,,
SC##015253,Deshpandey. M.V.,Electrical Power System Design,,Tata McGraw Hill,2005,362,,,,SCGRANT,,185,,,,,,,,
SC##015254,Deshpandey. M.V.,Electrical Power System Design,,Tata McGraw Hill,2005,362,,,,SCGRANT,,185,,,,,,,,
SC##015255,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015256,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015257,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015258,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015259,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015260,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015261,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015262,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015263,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015264,"Suryanarayan, N.V.",Utilization Of Electrical Power,,New Age International,2005,340,,,,SCGRANT,,150,,,,,,,,
SC##015265,"Ham, Fredric M.",Principles Of Neurocomputing For Science & Engineerig,,Tata McGraw Hill,2002,642,,,,SCGRANT,,285,,,,,,,,
SC##015266,"Ham, Fredric M.",Principles Of Neurocomputing For Science & Engineerig,,Tata McGraw Hill,2002,642,,,,SCGRANT,,285,,,,,,,,
SC##015267,"Goldberg, David E.",Genetic Alogrithuns,,Pearson Education,2005,412,,,,SCGRANT,,275,,,,,,,,
SC##015268,"Goldberg, David E.",Genetic Alogrithuns,,Pearson Education,2005,412,,,,SCGRANT,,275,,,,,,,,
SC##015269,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015270,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015271,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015272,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015273,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015274,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015275,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015276,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015277,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015278,Gere,Mechanics Of Materials,,CBS,2004,760,,,,SCGRANT,,250,,,,,,,,
SC##015279,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015280,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015281,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015282,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015283,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015284,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015285,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015286,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015287,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015288,Ramamrutham,Strength Of Material,,Dhanpat Rai,2006,1077,,,,SCGRANT,,310,,,,,,,,
SC##015289,Punmia,Survey-III (Higher Surveying),,Laxmi Publication,2005,274,,,,SCGRANT,,135,,,,,,,,
SC##015290,Punmia,Survey-III (Higher Surveying),,Laxmi Publication,2005,274,,,,SCGRANT,,135,,,,,,,,
SC##015291,Punmia,Survey-III (Higher Surveying),,Laxmi Publication,2005,274,,,,SCGRANT,,135,,,,,,,,
SC##015292,Punmia,Survey-III (Higher Surveying),,Laxmi Publication,2005,274,,,,SCGRANT,,135,,,,,,,,
SC##015293,Punmia,Survey-III (Higher Surveying),,Laxmi Publication,2005,274,,,,SCGRANT,,135,,,,,,,,
SC##015294,Punmia,Surveying Vol-II,,Laxmi Publication,2003,602,,,,SCGRANT,,140,,,,,,,,
SC##015295,Punmia,Surveying Vol-II,,Laxmi Publication,2003,602,,,,SCGRANT,,140,,,,,,,,
SC##015296,Punmia,Surveying Vol-II,,Laxmi Publication,2003,602,,,,SCGRANT,,140,,,,,,,,
SC##015297,Punmia,Surveying Vol-II,,Laxmi Publication,2003,602,,,,SCGRANT,,140,,,,,,,,
SC##015298,Punmia,Surveying Vol-II,,Laxmi Publication,2003,602,,,,SCGRANT,,140,,,,,,,,
SC##015299,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015300,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015301,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015302,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015303,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015304,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015305,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015306,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015307,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015308,Punmia,Surveying Vol-I,,Laxmi Publication,2005,536,,,,SCGRANT,,220,,,,,,,,
SC##015309,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015310,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015311,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015312,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015313,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015314,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015315,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015316,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015317,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015318,Ramamrutham,Engineering Mechanics,,Dhanpat Rai,2004,718,,,,SCGRANT,,225,,,,,,,,
SC##015319,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015320,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015321,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015322,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015323,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015324,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015325,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015326,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015327,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015328,Bansal R.K.,Engineering Mechanics,,S K Kataria,2005,661,,,,SCGRANT,,240,,,,,,,,
SC##015329,"kumar,D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015330,"kumar,D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015331,"kumar,D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015332,"kumar,D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015333,"kumar,D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015334,"Kumar, D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015335,"Kumar, D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015336,"Kumar, D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015337,"Kumar, D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015338,"Kumar, D.S.",Engineering Mechanics,,Kalson,2005,710,,,,SCGRANT,,195,,,,,,,,
SC##015339,Ramamrutham,Basic Civil Engineers,,Dhanpat Rai,2002,601,,,,SCGRANT,,165,,,,,,,,
SC##015340,Ramamrutham,Basic Civil Engineers,,Dhanpat Rai,2002,601,,,,SCGRANT,,165,,,,,,,,
SC##015341,Ramamrutham,Basic Civil Engineers,,Dhanpat Rai,2002,601,,,,SCGRANT,,165,,,,,,,,
SC##015342,Ramamrutham,Basic Civil Engineers,,Dhanpat Rai,2002,601,,,,SCGRANT,,165,,,,,,,,
SC##015343,Ramamrutham,Basic Civil Engineers,,Dhanpat Rai,2002,601,,,,SCGRANT,,165,,,,,,,,
SC##015344,Siddiquee A.N.,Engineering Drawing,,Prentice Hall of India,2004,312,,,,SCGRANT,,195,,,,,,,,
SC##015345,Chandra Prassanna,Project Planning Analysis Financing,,Tata McGraw Hill,2005,745,,,,SCGRANT,,375,,,,,,,,
SC##015346,Chandra Prassanna,Project Planning Analysis Financing,,Tata McGraw Hill,2005,745,,,,SCGRANT,,375,,,,,,,,
SC##015347,Chandra Prassanna,Project Planning Analysis Financing,,Tata McGraw Hill,2005,745,,,,SCGRANT,,375,,,,,,,,
SC##015348,Chandra Prassanna,Project Planning Analysis Financing,,Tata McGraw Hill,2005,745,,,,SCGRANT,,375,,,,,,,,
SC##015349,Chandra Prassanna,Project Planning Analysis Financing,,Tata McGraw Hill,2005,745,,,,SCGRANT,,375,,,,,,,,
SC##015350,Taha H.A.,Operation Research,,Prentice Hall of India,2005,830,,,,SCGRANT,,295,,,,,,,,
SC##015351,Taha H.A.,Operation Research,,Prentice Hall of India,2005,830,,,,SCGRANT,,295,,,,,,,,
SC##015352,METCALF/ EDDY,Waste Water Engineering,,Tata McGraw Hill,2004,1819,,,,SCGRANT,,625,,,,,,,,
SC##015353,METCALF/ EDDY,Waste Water Engineering,,Tata McGraw Hill,2004,1819,,,,SCGRANT,,625,,,,,,,,
SC##015354,METCALF/ EDDY,Waste Water Engineering,,Tata McGraw Hill,2004,1819,,,,SCGRANT,,625,,,,,,,,
SC##015355,W.H.O. Genewa,Health Principles Of Housing,,CBS,1994,44,,,,SCGRANT,,45,,,,,,,,
SC##015356,W.H.O. Genewa,Health Principles Of Housing,,CBS,1994,44,,,,SCGRANT,,45,,,,,,,,
SC##015357,Molnar John,Building Construction Drafting & Design,,CBS,2000,244,,,,SCGRANT,,110,,,,,,,,
SC##015358,Molnar John,Building Construction Drafting & Design,,CBS,2000,244,,,,SCGRANT,,110,,,,,,,,
SC##015359,Molnar John,Building Construction Drafting & Design,,CBS,2000,244,,,,SCGRANT,,110,,,,,,,,
SC##015360,"Bhattacharya,S.K..",Urban Domestic Water Supply In Developing Contries,,CBS,1992,476,,,,SCGRANT,,160,,,,,,,,
SC##015361,"Bhattacharya,S.K..",Urban Domestic Water Supply In Developing Contries,,CBS,1992,476,,,,SCGRANT,,160,,,,,,,,
